ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
,ISO 7176-22:2014,Wheelchairs  Part 22: Set-up procedures,"ISO 7176-22:2014 specifies a set-up procedure to be used as a part of the preparation of adjustable wheelchairs for testing. This procedure takes the manufacturer's instructions into account.
ISO 7176-22:2014 is applicable to manual wheelchairs and electric wheelchairs (including scooters) intended to provide indoor and/or outdoor mobility.",https://www.iso.org/standard/60290.html,Published
,ISO 7176-24:2004,Wheelchairs  Part 24: Requirements and test methods for user-operated stair-climbing devices,"ISO 7176-24:2004 is applicable to user-operated stair-climbing chairs and user-operated stair-climbing wheelchair carriers where the stair-climbing device climbs backwards up the stairs, with the user facing downstairs, and climbs down the stairs in a forward position with the user facing downstairs.
ISO 7176-24:2004 specifies requirements and test methods for electrically powered stair-climbing devices that are user-operated. It also includes ergonomic, labelling and disclosure requirements.
ISO 7176-24:2004 specifies tests to demonstrate the stair-climbing device's ability to perform safely on stairs with a pitch of 35°, or higher if claimed by the manufacturer.",https://www.iso.org/standard/31276.html,Published
,ISO 7176-25:2022 /DAmd 1,Wheelchairs  Part 25: Lead-acid batteries and chargers for powered wheelchairs  Requirements and test methods  Amendment 1: Range of charging voltage and range of the minimum and maximum rated DC output voltage for testing,No Abstract Available,https://www.iso.org/standard/88755.html,Published
,ISO 7176-26:2007,Wheelchairs  Part 26: Vocabulary,"ISO 7176-26:2007 specifies a vocabulary consisting of terms and definitions used in the field of manual and electrically powered wheelchairs (including scooters) and associated seating systems.
ISO 7176-26:2007 includes, but is not limited to, the preferred terms used in two or more ISO standards of the ISO 7176, ISO 10542 and ISO 16840 series, but does not include terms considered to be adequately defined in everyday English.",https://www.iso.org/standard/44224.html,Published
,ISO 7176-28:2012,Wheelchairs  Part 28: Requirements and test methods for stair-climbing devices,"ISO 7176-28:2012 is applicable to stair-climbing chairs and stair-climbing wheelchair carriers where the stair-climbing device climbs backwards up the stairs, with the occupant facing downstairs, and climbs forwards down the stairs with the occupant also facing downstairs.
ISO 7176-28:2012 is applicable to stair-climbing devices which are intended for the transport of adults and those intended for the transport of children. It is not applicable to stair-climbing devices which are intended to be operated by children as operating occupants or assistants.
ISO 7176-28:2012 specifies requirements and test methods for electrically powered stair-climbing devices. It is not applicable to manually powered stair-climbing devices.
ISO 7176-28:2012 specifies tests to demonstrate the stair-climbing device's ability to perform safely on stairs with a pitch of 35°, or higher if declared by the manufacturer. It also includes ergonomic, labelling and disclosure requirements.",https://www.iso.org/standard/45653.html,Published
,ISO 7176-30:2018,Wheelchairs  Part 30: Wheelchairs for changing occupant posture  Test methods and requirements,"This document specifies the test methods and requirements for determining the safety and performance of a manual and/or power wheelchair that incorporates technology to alter the posture of the wheelchair occupant, which are either electrically or manually operated by the occupant or assistant during normal wheelchair use. This can include recline, tilt, elevate and stand-up mechanisms or a combination of these. In order for a wheelchair to be able to recline, tilt, elevate and/or stand-up, the wheelchair requires additional mechanisms and mechanical structures to allow these features to operate. This document specifies the different functional and strength tests required to test these wheelchairs in critical configurations of their adjustable range.
This document does not cover wheelchairs where the only operator adjustable body support system (OABSS) is adjustable limb or head postural support devices alone (e.g. elevating leg supports).
This document does not include wheelchair and postural support device customization during initial or subsequent setup of a wheelchair for an individual occupant. It also does not reflect other factors that can influence wheelchair stability such as occupant movement, cushion thickness, and the addition of ancillary equipment (e.g. respiratory support items).",https://www.iso.org/standard/66524.html,Published
,ISO 7176-31:2023,Wheelchairs  Part 31: Lithium-ion battery systems and chargers for powered wheelchairs  Requirements and test methods,"This document specifies requirements and test methods for lithium-ion batteries and battery systems intended for use in electrically powered wheelchairs, and their charging systems.",https://www.iso.org/standard/75903.html,Published
,ISO 7176-32:2022,Wheelchairs  Part 32: Test method for wheelchair castor assembly durability,"This document specifies strength requirements and test methods for wheelchair castor assemblies. The test methods include corrosion, abrasion and fatigue conditions. This document also specifies requirements for disclosure of test results.
It is applicable to castor assemblies of or developed for use in occupant and to assistant-propelled manual wheelchairs and electrically powered wheelchairs.
The test requirements are also applicable to wheelchair castor assemblies not necessarily associated or supplied with a wheelchair.
Castor assemblies including those with anti-tip castor wheels that do not touch the ground during wheelchair travel are outside the scope of this document.",https://www.iso.org/standard/77566.html,Published
,ISO 9386-1:2000,Power-operated lifting platforms for persons with impaired mobility  Rules for safety dimensions and functional operation  Part 1: Vertical lifting platforms,"This part of ISO 9386 specifies the safety rules, dimensions and functional operation for permanently installed
power-operated vertical lifting platforms intended for use by persons with impaired mobility when standing or sitting
in a wheelchair, with or without an attendant.
It specifies requirements for lifting platforms
a) installed within enclosed liftways, and
b) whose design or location permits their use without an enclosed liftway.
It is restricted to the following lifting platforms:
a) those which travel between fixed levels;
b) those without liftway enclosure and without floor penetration:
1) with travel up to 2,0 m,
2) in private dwellings with travel up to 4,0 m;
c) those with liftway enclosure with travel up to 4,0 m;
d) those whose rated speed does not exceed 0,15 m/s;
e) those whose line of travel does not exceed 15° from the vertical and;
f) those whose rated load is not less than 250 kg.
This part of ISO 9386 does not specify every general technical requirement for all aspects of the electrical,
mechanical or building construction.
As far as possible, this part of ISO 9386 specifies only the requirements that materials and equipment need to meet
in the interests of safety and functional operation.
Requirements are also included for protection against harmful influences which may be experienced by equipment
installed in external locations.",https://www.iso.org/standard/33822.html,Published
,ISO 9386-2:2000,Power-operated lifting platforms for persons with impaired mobility  Rules for safety dimensions and functional operation  Part 2: Powered stairlifts for seated standing and wheelchair users moving in an inclined plane,"This part of ISO 9386 specifies the safety rules, dimensions and functional operation for permanently installed
power-operated stairlifts intended for use by persons with impaired mobility, for seated, standing and wheelchair
users moving in a substantially inclined plane.
It is restricted to stairlifts
a) which travel between fixed levels over a staircase or an accessible inclined surface (see note 1);
b) whose rated speed does not exceed 0,15 m/s;
c) whose rail inclination does not exceed 75° from the horizontal;
d) whose carriage is directly retained and guided by a rail or rails (see note 2).
NOTE No enclosure for the path of the stairlift is required.
This part of ISO 9386 does not specify every general technical requirement for all aspects of the electrical,
mechanical or building construction.
As far as possible, this part of ISO 9386 specifies only the requirements that materials and equipment need to meet
in the interests of safety and functional operation.
Requirements are also included for protection against harmful influences which may be experienced by equipment
installed in external locations.",https://www.iso.org/standard/33823.html,Published
,ISO 10535:2021,Assistive products  Hoists for the transfer of persons  Requirements and test methods,"This document specifies requirements and test methods for hoists and body-support units intended for the transfer of persons with disabilities. The document applies to the following products classified in ISO 9999:—[1].
—    12 36 03 Mobile hoists for transferring a person in sitting position with sling seats;
—    12 36 04 Mobile hoists for transferring a person in standing position;
—    12 36 06 Mobile hoists for transferring a person in sitting position with solid seats;
—    12 36 09 Mobile hoists for transferring a person in lying position;
—    12 36 12 Stationary hoists fixed to walls, floor or ceiling;
—    12 36 15 Stationary hoists fixed to, or mounted in or on, another product;
—    12 36 18 Stationary free-standing hoists;
—    12 36 21 Body-support units for hoists.
This document covers different types of mobile and stationary hoists. Some of the requirements and test methods are general and others are only valid for specific product types.
Annexes A, B and C provide general recommendations.
This document does not apply to devices that transport persons between two levels (floors) of a building.
It does not include methods for the determination of ageing or corrosion of such hoists and units.
It does not include methods to qualify individual units prior to use.
The requirements of this document are formulated with regard to the needs of both the persons being hoisted and the attendant using the hoist.
 
[1] Under preparation. Stage at the time of publication: ISO/FDIS 9999:2021.",https://www.iso.org/standard/72711.html,Published
,ISO 10542-1:2012 /Cor 1:2013,Technical systems and aids for disabled or handicapped persons  Wheelchair tiedown and occupant-restraint systems  Part 1: Requirements and test methods for all systems  Technical Corrigendum 1,No Abstract Available,https://www.iso.org/standard/64122.html,Published
,ISO 10542-3:2005,Technical systems and aids for disabled or handicapped persons  Wheelchair tiedown and occupant-restraint systems  Part 3: Docking-type tiedown systems,"ISO 10542-3:2005 specifies design and performance requirements and recommendations, instructions and warnings for both installers and users, and product marking and labelling, for wheelchair tiedown and occupant-restraint systems (WTORS) that use a docking-type wheelchair tiedown. It specifies the universal docking interface geometry (UDIG) and a method of testing wheelchair movement. It is applicable to docking-type wheelchair tiedown devices intended for securing all types of manual and powered forward-facing wheelchairs, including scooters with three or more wheels, used by adult passengers and drivers of motor vehicles. Although ISO 10542-3 has been conceived primarily for use with complete WTORS, certain of its aspects can also be applied to components and subassemblies sold separately and for replacement parts.",https://www.iso.org/standard/30495.html,Published
,ISO 10542-4:2004,Technical systems and aids for disabled or handicapped persons  Wheelchair tiedown and occupant-restraint systems  Part 4: Clamp-type tiedown systems,"ISO 10542-4:2004 specifies test methods and requirements for design and performance, instructions to installers and users, and product marking and labelling of wheelchair tiedown and occupant-restraint systems (WTORS).
It is applicable only to WTORS that use clamp-type tiedown to secure wheelchairs when used as a forward-facing seat by an adult passenger or driver of a motor vehicle.
ISO 10542-4:2004 is applicable primarily to complete WTORS, but a portion of ISO 10542-4:2004 can also be applied to components and sub-assemblies sold separately and for replacement parts.
ISO 10542-4:2004 is applicable to WTORS intended for use with all types of manual and powered wheelchairs, including scooters with three or more wheels.",https://www.iso.org/standard/30496.html,Published
,ISO 10542-5:2004,Technical systems and aids for disabled or handicapped persons  Wheelchair tiedown and occupant-restraint systems  Part 5: Systems for specific wheelchairs,"ISO 10542-5:2004 specifies test methods as well as requirements for design and performance, for instructions and warnings to installers and users, and for product marking and labelling of wheelchair tiedown and occupant restraint systems (WTORS).
It applies only to WTORS that are intended to be used with particular makes and models of wheelchairs when used as a forward-facing seat by a passenger or a driver of a motor vehicle.
ISO 10542-5:2004 applies to WTORS intended for use with manual or powered wheelchairs, including scooters with three or more wheels, intended for use by children or adults of mass equal to or greater than 22 kg.
ISO 10542-5:2004 applies primarily to complete WTORS, but parts of this International Standard can also be applied to components and sub-assemblies sold separately and for replacement parts.",https://www.iso.org/standard/30497.html,Published
,ISO 10865-1:2012,Wheelchair containment and occupant retention systems for accessible transport vehicles designed for use by both sitting and standing passengers  Part 1: Systems for rearward-facing wheelchair-seated passengers,"ISO 10865-1:2012 is applicable to wheelchair passenger spaces (RF‑WPSs) intended for use by rearward-facing wheelchair-seated occupants, with a body mass greater than 22 kg, when travelling in accessible transport vehicles. It is applicable to systems for use in vehicles used mainly on fixed route services when operated under normal and emergency driving conditions, where passengers are allowed to travel both sitting and standing. 
ISO 10865-1:2012 specifies design and performance requirements and associated test methods, requirements for manufacturer instructions and warnings to installers and users, requirements for product labelling and disclosure of test information.
The primary purpose of ISO 10865-1:2012 is to limit those movements of a rearward-facing wheelchair, including scooters with three or more wheels, that might result in hazardous contact with the vehicle interior or injury to other passengers.",https://www.iso.org/standard/46214.html,Published
,ISO 10865-2:2015,Wheelchair containment and occupant retention systems for accessible transport vehicles designed for use by both sitting and standing passengers  Part 2: Systems for forward-facing wheelchair-seated passengers,"ISO 10865-2:2015 applies to wheelchair passenger spaces that are intended for use by passengers with a body mass greater than 22 kg who remain in their wheelchairs when travelling facing forward in accessible transport vehicles designed to transport both standing and sitting passengers on fixed-route service. It assumes that the maximum acceleration imparted to the vehicle during emergency driving manoeuvres will not exceed 1 g in any direction and rarely exceeds 3 g in frontal crashes. For the purposes of this part of ISO 10865, the term wheelchair includes manual and powered wheelchairs, and three and four wheeled scooters.
ISO 10865-2:2015 specifies performance requirements and associated test methods, design requirements, requirements for manufacturer instructions and warnings to installers, wheelchair users, and vehicle operators, and requirements for product labelling and disclosure of test information.
The provisions of this part of ISO 10865 apply primarily to a complete forward-facing wheelchair passenger space (FF-WPS), but subsets of the provisions can be applied to components and subassemblies sold separately, as appropriate to the specific functions of the components and/or subassemblies they are intended to replace.",https://www.iso.org/standard/46215.html,Published
,ISO 11199-1:2021,Assistive products for walking manipulated by both arms  Requirements and test methods  Part 1: Walking frames,"This document specifies requirements and test methods for walking frames used as assistive products for walking, manipulated by both arms, without accessories, unless specified in the particular test procedure. This document also gives requirements relating to safety, ergonomics, performance and information supplied by the manufacturer, including marking and labelling.
The requirements and tests are based on everyday use of walking frames as assistive products for walking for a maximum user mass as specified by the manufacturer. This document includes walking frames specified for a user mass of no less than 35 kg.",https://www.iso.org/standard/76651.html,Published
,ISO 11199-2:2021 /PRF Amd 1,Assistive products for walking manipulated by both arms  Requirements and test methods  Part 2: Rollators  Amendment 1: Eliminate brake requirements in 6.5 Structure requirements,No Abstract Available,https://www.iso.org/standard/87841.html,Published
,ISO 11199-3:2005,Walking aids manipulated by both arms  Requirements and test methods  Part 3: Walking tables,"ISO 11199-3:2005 specifies requirements and methods of testing the static stability, braking capabilities, static strength and fatigue of walking tables without accessory equipment, unless specified in the particular test procedure. It also gives requirements relating to safety, ergonomics and performance, marking, labelling and information supplied by the manufacturer.
ISO 11199-3:2005 includes all walking tables with three or more wheels or tips against the walking surface and having arm supports in the shape of a horizontal supporting table or two horizontal forearm supports.
The requirements and tests are based on everyday usage of walking tables as walking aids, for a maximum user mass as specified by the manufacturer.
ISO 11199-3:2005 includes walking tables specified for a user mass of not less than 35 kg.",https://www.iso.org/standard/41191.html,Published
,ISO 11334-1:2007,Assistive products for walking manipulated by one arm  Requirements and test methods  Part 1: Elbow crutches,"ISO 11334-1:2007 specifies requirements and test methods for elbow crutches fully equipped with handgrip and tip. The methods specify testing of separation, static load capacity, fatigue and resistance to low temperature embrittlement.
ISO 11334-1:2007 also gives the requirements relating to safety, ergonomics, performance, and information to be supplied by the manufacturer, including marking and labelling.
The requirements and tests are based on every-day usage of elbow crutches when performing the through-swing gait, for a maximum user mass as specified by the manufacturer. ISO 11334-1:2007 is applicable to elbow crutches specified for a user mass of not less than 35 kg.
Requirements and test methods for friction of rubber tips against the walking surface are dealt with separately.",https://www.iso.org/standard/36054.html,Published
,ISO/TR 13570-1:2005,Wheelchairs  Part 1: Guidelines for the application of the ISO 7176 series on wheelchairs,"The purpose of ISO 13570-1:2005 is to explain how you can use the International Standards on wheelchairs to select your next wheelchair. The actual standards are very technical and, at first glance, you may not understand how this information will help you select a wheelchair or scooter. ISO 13570-1:2005 is meant to help you understand the purpose for and content of International Standards on wheelchairs.
ISO 13570-1:2005 is divided into six clauses.
How to use ISO 13570-1:2005.Standardized testing and information disclosure: Provides background information on standardized testing of wheelchairs. Discusses how chairs are tested and how information is disclosed.General considerations: Discusses general considerations related to choosing a powered or manual wheelchair.Incorporating personal body characteristics: Relates your physical characteristics to the fit of a chair, either manual or powered.Manual wheelchairs: Discusses manual wheelchair test procedures.Powered wheelchairs: Discusses powered wheelchair test procedures; focuses on three- and four-wheeled scooters as well as full-sized powered wheelchairs.
In the manual and powered wheelchair sections, the test procedures are grouped into three categories: performance, safety, and dimensions.
For each test procedure, ISO 13570-1:2005 includes reasons why you might need this information, a brief description of the standardized test procedure, how the results of the test will be disclosed in the manufacturer's technical product literature, and how to interpret the results of the test for your own situation.",https://www.iso.org/standard/41686.html,Published
,ISO/TR 13570-2:2014,Wheelchairs  Part 2: Typical values and recommended limits of dimensions mass and manoeuvring space as determined in ISO 7176-5,"ISO/TR 13570-2:2014 lists the typical values and recommended limits of the dimensions obtained from measurements taken in accordance with ISO 7176‑5. ISO/TR 13570-2:2014 lists the typical values and recommended limits of the important wheelchair dimensions (ready for occupation and folded or dismantled), space for pivoting or reversing between limiting walls and some dimensions worthwhile to estimate usability of the wheelchair as well as determination of the mass of the wheelchair. It is intended for use of prescribers, clinicians, wheelchair occupants or manufacturers.
ISO/TR 13570-2:2014 lists the typical values and recommended limits of the dimensions when the wheelchair is occupied and some operating areas when performing special tasks encountered in every day's life. ISO/TR 13570-2:2014 lists the typical values and recommended limits of the technical dimensions critical to the performance of the wheelchair. ISO/TR 13570-2:2014 applies to manual wheelchairs and electrically powered wheelchairs (including scooters).",https://www.iso.org/standard/41687.html,Published
,ISO 16840-1:2006,Wheelchair seating  Part 1: Vocabulary reference axis convention and measures for body segments posture and postural support surfaces,"ISO 16840-1:2006 applies to seating intended to provide postural support within a wheelchair. It specifies: 
a global coordinate system that permits the determination and recording of a person's posture while seated in a wheelchair;  the standard terms and definitions for use in describing both the posture and the anthropometrics of a person seated in a wheelchair;the terms and definitions for describing the dimensions, location and orientation of seating support surfaces, which together comprise the body support system. 
ISO 16840-1:2006 does not specify any methods for use in measuring a person's seated posture, nor does it define terms for dynamic physiological movements (such as flexion or extension).
ISO 16840-1:2006 might be applicable to seating other than that intended to be used within a wheelchair.",https://www.iso.org/standard/42064.html,Published
,ISO 16840-2:2018 /Amd 1:2024,Wheelchair seating  Part 2: Determination of physical and mechanical characteristics of seat cushions intended to manage tissue integrity  Amendment 1: Updates and addition of new Annex covering alternatively sized cushions,No Abstract Available,https://www.iso.org/standard/84862.html,Published
,ISO 16840-3:2022,Wheelchair seating  Part 3: Determination of static impact and repetitive load strengths for postural support devices,"This document specifies requirements for static, impact, and repetitive load strengths for postural support devices (PSDs) with associated attachment hardware intended for use with an undefined wheelchair seating system. It specifies the test methods for determining whether the minimum performance requirements have been met to release a product into use. It also specifies requirements for disclosure of the test results. Not all tests apply to all PSDs.
This document is also applicable to other seating systems.
The test methods can be used to verify the manufacturer’s claims that a product meets the requirements of this document. This document does not apply to PSDs that are designed to fail under certain static, dynamic, or repetitive loads.
This document does not apply to the strength of PSDs under crash conditions in a motor vehicle.
This document does not evaluate long-term useful life.
NOTE 1   ISO 16840‑4 provides crash test methods and requirements for wheelchair seating systems when used as part of a wheelchair seat in a motor vehicle.
NOTE 2   For user masses greater or less than those specified in this document, appropriate extrapolation of test apparatus dimensions, mounting point separation, forces, etc. can be carried out, and the test parameters noted in the test report.
NOTE 3   Rigid surrogate test fixtures are utilized to provide a standardized test method, and consequently this document does not involve a test of a PSD on a particular wheelchair.",https://www.iso.org/standard/79160.html,Published
,ISO 16840-4:2009,Wheelchair seating  Part 4: Seating systems for use in motor vehicles,"ISO 16840-4:2009 specifies test methods and requirements for design and performance, for instructions and warnings and for product marking and labelling of seating systems intended to be used as a forward-facing seat in a motor vehicle when fitted to a manual or powered wheelchair. It evaluates the frontal crashworthiness performance of complete seating systems for occupancy by adults or children of mass equal to or greater than 22 kg.
ISO 16840-4:2009 only applies to complete wheelchair seating systems including attachment hardware, designed to be used with a wheelchair base tested as part of a wheelchair system that conforms to ISO 7176-19 performance requirements and that has securement points for use with four-point, strap-type tiedowns.
ISO 16840-4:2009 applies to seating systems designed to be used with occupant restraints that anchor either to the vehicle, the tiedown system, the seating system or the wheelchair base.",https://www.iso.org/standard/40995.html,Published
,ISO 16840-6:2015,Wheelchair seating  Part 6: Simulated use and determination of the changes in properties of seat cushions,"ISO 16840-6:2015 specifies apparatus, test methods, and disclosure requirements for generating aging effects in a seat cushion that reproduce those seen in use. It also provides methods of determining changes in the physical and mechanical properties of seat cushions based on their age and use. ISO 16840-6:2015 provides a set of tests that simulate wear and tear, which can be useful to validate warranty claims and to provide information about product, life, and performance limitations associated with product use.",https://www.iso.org/standard/50420.html,Published
,ISO/TR 16840-9:2015,Wheelchair seating  Part 9: Clinical interface pressure mapping guidelines for seating,"ISO/TR 16840-9:2015 has been produced to guide users in the performance of the tasks that are directly involved in the clinical use of interface pressure mapping (IPM) or are synergistic with its use in a comprehensive wheelchair seating evaluation.
ISO/TR 16840-9:2015 does not cover other aspects of the clinical assessment process (e.g. taking a medical history), nor the prescription or treatment process which might arise from an assessment. These guidelines are not meant to be a substitute for clinical reasoning and judgement within the context of a complete assessment.
ISO/TR 16840-9:2015 refers to the state of the art of IPM experiences in a seating scenario. Most of the principles covered can be extrapolated to whole body (in bed) or to foot assessments, for example.",https://www.iso.org/standard/65198.html,Published
,ISO 16840-10:2021 /Amd 1:2024,Wheelchair seating  Part 10: Resistance to ignition of postural support devices  Requirements and test method  Amendment 1: Amended with additional Annexes and test method,No Abstract Available,https://www.iso.org/standard/86442.html,Published
,ISO 16840-11:2022,Wheelchair seating  Part 11: Determination of dissipation characteristics of sensible perspiration into seat cushions,"This document specifies a method for determining the dissipation characteristics of simulated sensible perspiration exposure on seat cushions of a wheelchair under test conditions that simulate body loading on support surfaces with flat and contoured profiles. The test method is applicable to a wide variety of seat cushion materials and constructions that are used across the world.
The test method is intended to determine how the cushion handles a liquid load. It is not intended to determine how the cushion responds to a continuous release of liquid or vapour.
This document also specifies apparatus to measure dissipation characteristics (of perspiration) of seat cushions and the approach to be employed in measuring these characteristics.
This document is applicable to seat cushions for wheelchairs that include a cushion cover.
NOTE The significance of the dissipation characteristics of the seat cushion can be greatly affected by the clothing worn, for example a moisture wicking cover might not help the skin condition of the patient sitting in a wet adult diaper.",https://www.iso.org/standard/83111.html,Published
,ISO/TS 16840-11:2014,Wheelchair seating  Part 11: Determination of perspiration dissipation characteristics of seat cushions intended to manage tissue integrity,"ISO/TS 16840-11:2014 specifies a method for determining the dissipation characteristics of simulated perspiration exposure on wheelchair seat cushions.
ISO/TS 16840-11:2014 is applicable to wheelchair seat cushions that include a cushion cover.",https://www.iso.org/standard/63041.html,Published
,ISO 16840-12:2021 /DAmd 1,Wheelchair seating  Part 12: Envelopment and immersion characterization of seat cushions using a dual semispherical indenter  Amendment 1,No Abstract Available,https://www.iso.org/standard/89712.html,Published
,ISO/TS 16840-12:2015,Wheelchair seating  Part 12: Apparatus and method for cushion envelopment testing,"ISO/TS 16840-12:2015 specifies apparatus, test methods, and disclosure requirements for characterization of wheelchair seat cushion immersion and envelopment properties using instrumented indenters to characterize the interface pressure of each indenter and the test cushion by measuring the cushioning effects of immersion and envelopment. This part of ISO 16840 can be considered to expand the characterization of products intended to manage tissue integrity (ISO 16840‑2) and provide a standardized indenter for other wheelchair seating tests. It does not provide information specific to cushion performance for a particular individual user.
ISO/TS 16840-12:2015 includes a method that is specific to 220 mm and 255 mm indenters. Dimensions and loads are provided for the 380 mm indenter to allow for extension of the methods for bariatric applications.",https://www.iso.org/standard/65506.html,Published
,ISO 16840-13:2021 /DAmd 1,Wheelchair seating  Part 13: Determination of the lateral stability property of a seat cushion  Amendment 1,No Abstract Available,https://www.iso.org/standard/89713.html,Published
,ISO/TS 16840-14:2023,Wheelchair seating  Part 14: Concepts related to managing external forces to maintain tissue integrity,"This document describes common terms related to forces and their effects as experienced by human bodies and their support surfaces. It provides further information on concepts around how these forces affect the human body's response to postural support systems, and particularly highlights the impact of the interface between tissues and postural support devices (PSD) on the maintenance of tissue integrity. It provides a general introduction to biomechanical concepts, phenomena, and vocabulary. This is intended to facilitate effective understanding and sharing of information between a range of disciplines/stakeholders involved in providing equipment to manage tissue integrity.
Representative stakeholders include people with a disability, occupational therapists, physical therapists, biomedical engineers, nurses, medical and para medical personnel, device manufacturers, and other professionals facilitating development, provision, and access to seating and mobility equipment.
This document does not provide detailed information that is currently available in physiological text books or scientific literature.",https://www.iso.org/standard/83845.html,Published
,ISO/TS 16840-15:2024,Wheelchair seating  Part 15: Selection placement and fixation of flexible postural support devices in seating,"This document specifies requirements for the selection, placement and fixation of flexible postural support devices within seating devices and systems and to chairs, including wheelchairs and bathroom equipment. Seating devices can be involved in one or more situations, including hoists, static seating, wheelchair seating, shower chairs, etc. The devices enable the seated person (the occupant) to be positioned to maximize their functional activities in a safe environment. These requirements are formulated to achieve a balance of posture maintenance and safety.
This document covers flexible positioning supports (padded or otherwise) used for postural positioning and/or safety. It does not cover belts and harnesses used in transportation for restraint, postural support devices made from rigid materials such as metal, wood, or hard plastics, or postural support devices designed solely for use in sports-related seating.",https://www.iso.org/standard/80064.html,Published
,ISO 19894:2019,Walking trolleys  Requirements and test methods,"This document specifies the requirements and test methods for the testing strength, torque, and durability of parts, and stability and running durability as a whole for walking trolleys.
This document also provides requirements relating to general safety, folding and adjusting mechanisms, lifting and carrying means, ergonomics and information supplied by the manufacturer including marking and labelling.
The requirements and tests are based upon every-day usage of walking trolleys as assistive products for walking, for a maximum user mass as specified by the manufacturer. This document includes walking trolleys specified for a user mass of no less than 35kg.
Excluded are rollators specified in ISO 11199-2.",https://www.iso.org/standard/66523.html,Published
,ISO 24415-1:2009,Tips for assistive products for walking  Requirements and test methods  Part 1: Friction of tips,"ISO 24415-1:2009 specifies requirements and test methods for the friction between the tips for assistive products for walking and the walking surface. The requirements and test method are based on a usage of tips for ordinary gait on the dry and flat walking surface.
ISO 24415-1:2009 is not applicable to tips manufactured for special purposes.",https://www.iso.org/standard/42202.html,Published
,ISO 24415-2:2011,Tips for assistive products for walking  Requirements and test methods  Part 2: Durability of tips for crutches,"ISO 24415-2:2011 specifies requirements and test methods for the durability of tips for crutches. ISO 24415-2:2011 is not applicable to tips manufactured for special purposes e.g. walking on ice and snow. 
The requirements and test method are based on tips being used with an ordinary gait on dry and flat walking surfaces.",https://www.iso.org/standard/42273.html,Published
,ISO 19029:2016,Accessible design  Auditory guiding signals in public facilities,"ISO 19029:2016 specifies the sound characteristics of auditory guiding signals for persons with seeing impairment and blindness to provide the location and direction information of particular public facilities. The public facilities include facilities such as railway stations, airports, ports, bus terminals, government offices, libraries, community centres, parks, schools, hospitals, theatres, large supermarkets, and its toilets, stairs, etc.
EXAMPLE       As an auditory guiding signal, a chime sound is emitted from the ticket gate of a railway station. Pedestrians, including persons with seeing impairment and blindness, are able to know the location of the ticket gate by detecting the location of the chime sound.
NOTE 1       The auditory guiding signals are also helpful for sighted persons.
ISO 19029:2016 also specifies the design or usage of the equipment that provides auditory guiding signals.
ISO 19029:2016 does not specify the characteristics of the alerts, such as alarm sounds or emergency signals.
NOTE 2       The auditory danger signals are covered by ISO 7731.
ISO 19029:2016 does not specify the characteristics of auditory guiding signals coming from the personal mobile equipment that is worn by persons with seeing impairment and blindness.",https://www.iso.org/standard/63762.html,Published
,ISO 21388-2:2024,Acoustics  Hearing aid fitting management  Part 2: Tele-services as part of hearing aid fitting management (tHAFM),"This document is a supplement to ISO 21388 which applies to hearing aid fitting management (HAFM) services offered by hearing aid professionals (HAP). It focusses on tele-services which can substitute, or complement services defined in ISO 21388, and it defines services which is provided in the facilities of the HAP.
Moreover, this document specifies important preconditions such as education, facilities and systems that are required to ensure proper tele-services. If not other stated all definitions and requirements of ISO 21388 also apply for this document without further notice. Furthermore, it is tried to keep the structure of ISO 21388 to make it easier to use both standards together. It is recognized that certain populations with hearing loss such as children, persons with other disabilities or persons with implantable devices can require services outside the scope of this document.
Assisted tele-services provided by non-hearing aid professionals, self-fitting, and other non-hearing care related services are also outside the scope of this document.",https://www.iso.org/standard/82924.html,Published
,ISO 21388:2020,Acoustics  Hearing aid fitting management (HAFM),"This document applies to hearing aid fitting management (HAFM) services offered by hearing aid professionals (HAP) when providing benefit for their clients. The provision of hearing aids relies on the knowledge and practices of a hearing aid professional, to ensure the proper fitting and adequate service in the interest of the client with hearing loss.
This document specifies general processes of HAFM from the client profile to the follow-up through administering, organising and controlling hearing aid fitting through all stages. It also specifies important preconditions such as education, facilities and systems that are required to ensure proper services.
The focus of this document is the services offered to the majority of adult clients with hearing impairment. It is recognized that certain populations with hearing loss such as children, persons with other disabilities or persons with implantable devices can require services outside the scope of this document. This document generally applies to air conduction hearing aids and for the most part also to bone conduction devices.
Hearing loss can be a consequence of serious medical conditions. Hearing aid professionals are not in a position to diagnose or treat such conditions. When assisting clients seeking hearing rehabilitation without prior medical examination, hearing aid professionals are expected to be observant of symptoms of such conditions and refer to proper medical care.
Further to the main body of the document, which specifies the HAFM requirements and processes, several informative annexes are provided. Appropriate education of hearing aid professionals is vital for exercising HAFM. Annex A defines the competencies required for the HAFM processes. Annex B offers a recommended curriculum for the education of hearing aid professionals. Annex C is an example of an appropriate fitting room. Annex D gives guidance on the referral of clients for medical or other specialist examination and treatment. Annex E is a recommendation for important information to be exchanged with the client during the process of HAFM. Annex F is a comprehensive terminology list offering definitions of the most current terms related to HAFM.
It is the intention that these annexes be helpful to those who wish to deliver HAFM of the highest quality.",https://www.iso.org/standard/74602.html,Published
