ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
ISPE,ISPE Guidance,GAMP Good Practice Guide: Enabling Innovation,"The drive within life sciences to improve patient safety and product quality, and provide value to society, while reducing costs requires constant and effective innovation. However, because the pharmaceutical industry operates in a highly regulated sector, some practitioners may apply unthinking, prescriptive, and rigid approaches that are not commensurate to the needs of the process, the nature of the system, and the real risk to the product and the patient. The US FDA CDRH (Center for Devices and Radiological Health) Case for Quality program identified that an excessive focus on compliance rather than quality may divert resources and management attention toward meeting regulatory compliance requirements rather than adopting best quality practices. This may also deter investment in automation and digital technologies that could assist in quality improvements and process control. The ISPE GAMP Good Practice Guide: Enabling InnovationCritical Thinking, Agile, IT Service Managementprovides information to support the adoption of new and improved approaches to software engineering, data management, and “as a Service” offerings (XaaS), including the use of supporting tools. This helps regulated companies facilitate the best use of resources and encourages the application of appropriate and proportionate practices. This GAMP Good Practice Guide discusses how critical thinking based on product and process knowledge and quality risk management can enable the removal of barriers to the introduction of new and innovative technologies. Practical considerations are presented, such as ways to increase the maturity level of an organization’s critical thinking ability, the appropriate use of requirements management and traceability tools to eliminate duplicating documentation as audit evidence, and the use of scripted and unscripted testing for maximum effectiveness. A large percentage of organizations developing software use Agile methods, and the ability for regulated companies to leverage these techniques in the GxP environment is essential to encourage innovation.  ISPE GAMP 5 supports the use of incremental, iterative, and evolutionary approaches, including Agile, for product development and development of custom applications. The ISPE GAMP  Good Practice Guide: Enabling InnovationCritical Thinking, Agile, IT Service Managementillustrates how Agile software methodology can be implemented in a way that is completely aligned with GxP. Systems hosted in the cloud are increasingly used to support GxP processes, and regulated companies need to understand the quality and compliance implications in order to deal with them effectively and efficiently. Regulated companies cannot delegate their regulatory accountabilities to an IT/IS service provider; however, they may leverage the knowledge, experience, activities, and artifacts of an IT/IS service provider through risk-based assessment, management, and governance processes. A discussion of good practices in these areas is provided in this Guide, including examples of where information security standards/industry guidance are aligned with GxP requirements. The guide shows the benefits offered by adopting innovative practices combined with the experience and knowledge of the Subject Matter Experts (SMEs) to identify how best to realize the opportunities to provide process, services (and products) that are fit for their intended use and can be efficiently maintained in a state of control. For the full list of contributors to this Guide seehttps:// ISPE.org/publications/guidance-documents/teams",https://ispe.org/publications/guidance-documents/gamp-good-practice-guide-enabling-innovation,
ISPE,ISPE Guidance,GAMP Good Practice Guide: Global Info Systems Control & Compliance 2nd Edition,"As organizations find themselves operating from multiple sites worldwide, with groups and departments split between multiple geographies, or even using third party distributors, the challenges of information sharing become more complex. TheGAMP Good Practice Guide: Global Information Systems Control and Compliance (Second Edition)examines the many challenges of deploying a global IT system while complying with the wide range of regulations and guidelines of different countries. The Second Edition includes comprehensive and up-to-date guidance on the risk-based development, implementation, validation, and maintenance of GxP regulated global information systems and is fully aligned withGAMP 5. It reflects changes in typical system architecture since the First Edition and also covers Software as a Service (SaaS) and other cloud solutions. It will help regulated companies to achieve effective and efficient risk-based control and compliance of global information systems.",https://ispe.org/publications/guidance-documents/gamp-global-information-systems-compliance,
ISPE,ISPE Guidance,GAMP Good Practice Guide: GxP Compliant Laboratory Computerized Systems 2nd Edition,"Recently updated to conform with GAMP  5 concepts and terminology, as well as recent regulatory and industry developments, the ISPE GAMP  Good Practice Guide: A Risk-Based Approach to GxP Compliant Laboratory Computerized Systems (Second Edition)contains steps that scientists, suppliers and others involved in managing laboratory computerized system acquisition, implementation, and operations can use to verify laboratory systems are fit for their intended use. The Guide provides a practical, risk-based approach for evaluating these systems, thus eliminating trial and error. By following the principles outlined in the Guide, companies can save time and money, improve communication with external parties and achieve higher quality, better performing systems.",https://ispe.org/publications/guidance-documents/gamp-good-practice-guide-gxp-compliant-laboratory-computerized-systems,
ISPE,ISPE Guidance,GAMP Good Practice Guide: GxP Process Control Systems 2nd Edition,"TheGAMP Good Practice Guide: A Risk-Based Approach to GxP Process Control Systemsis a revision of theGAMP Good Practice Guide: Validation of Process Control Systems. It provides guidance on and examples of the application of the principles and framework ofGAMP 5: A Risk-Based Approach to Compliant GxP Computerized Systemsto a wide range of systems, from basic instruments to large, complex, distributed control systems. The goal of this Guide is to help users achieve process control systems that are fit for intended use and compliant with applicable regulations. It also provides recommended good practices based on a life cycle approach for the development, maintenance, and management of process control systems. The Guide applies science-based Quality Risk Management, as described in ICH Q9 andGAMP 5. It describes the system life cycle from concept to retirement, providing a high level overview of the approach together with guidance on how activities might be scaled based on risk to product quality, system novelty, and complexity as well as other project specific factors.",https://ispe.org/publications/guidance-documents/gamp-gxp-process-control-systems,
ISPE,ISPE Guidance,GAMP Good Practice Guide: IT Infrastructure Control & Compliance 2nd Edition,"The ISPE GAMP Good Practice Guide: IT Infrastructure Control and Compliance (Second Edition)is intended to provide comprehensive guidance on meeting regulatory expectations for compliant Information Technology (IT) Infrastructure platforms, both traditional and cloud-based. The increasing prevalence of new technology has presented regulated companies with significant technological advantages, as well as a changed compliance model. The validated status of GxP applications that are dependent upon an underlying IT Infrastructure can be compromised if the IT Infrastructure is not maintained in a demonstrable state of control and regulatory compliance. Data integrity can also be affected by problems related to IT Infrastructure, leading to increased risks which can in turn affect product quality or patient safety. The Guide applies a structured approach, including risk management, to the qualification, management, and control of IT Infrastructure platforms supporting GxP regulated applications. The Guide provides a scalable qualification framework which can be applied to different platform types, across both the physical and virtualized space, in order to determine the extent and scope of qualification efforts. The Guide also provides an overview of industry best practices for the design, qualification, and operation of an IT Infrastructure with emphasis on the qualification requirements of the major components. The revision expands the scope of the Guide to include guidance on the emergence of cloud and virtualized technologies. Information has been added to reflect significant changes in the technologies that make up IT Infrastructure, including:",https://ispe.org/publications/guidance-documents/gamp-it-infrastructure-control-compliance,
ISPE,ISPE Guidance,GAMP Good Practice Guide: Manufacturing Execution Systems,"The ISPE GAMP Good Practice Guide: Manufacturing Execution Systems - A Strategic and Program Management Approachuses a complete lifecycle approach to the development and use ofMESfor regulated manufacturing as a collection or domain of manufacturing related functions that integrates business and process controls, information flow, and human interaction to facilitate the operation of an organization. It collects and integrates information and knowledge from many disciplines and sources into a single comprehensive guideline. The GAMP Good Practice Guide: Manufacturing Execution Systems document is available in Chinese. See below for additional information.",https://ispe.org/publications/guidance-documents/gamp-manufacturing-execution-systems,
ISPE,ISPE Guidance,GAMP Good Practice Guide: Operation of GxP Computerized Systems,"During the operational life of a GxP system, regulators usually focus on the integrity, consistency, and completeness of controls required to maintain compliance. TheGAMP Good Practice Guide: A Risk-Based Approach to Operation of GxP Computerized Systemshighlights the importance of the operation phase of the system lifecycle, when it is more likely that the return on investment will be achieved for the significant time and resources expended in implementing new computerized systems. The Guide will help regulated organizations create regulated computerized systems that are fit for intended use and compliant with applicable regulations and provides comprehensive guidance for maintaining control of regulated systems throughout their operational life.",https://ispe.org/publications/guidance-documents/gamp-gxp-computerized-systems,
ISPE,ISPE Guidance,GAMP Good Practice Guide: Regulated Mobile Applications,"More than 3 billion people worldwide use a smartphone and according to industry estimates almost 60% of those users will download a mobile health application. By their very nature mobile devices present a significant challenge to control, and the possibility of putting regulated applications, some of which may be classified as medical devices, into the pockets of the public is new ground for the industry. This Good Practice Guide is intended to provide a risk-based approach to implementing and supporting regulated mobile apps and will be of value to both regulated organizations and mobile app suppliers. It focuses on the unique and specific issues related to mobile apps and provides comprehensive guidance for maintaining compliance and control throughout the lifecycle by applying GAMP principles.",https://ispe.org/publications/guidance-documents/gamp-good-practice-guide-regulated-mobile-applications,
ISPE,ISPE Guidance,GAMP Good Practice Guide: Testing GxP Systems 2nd Edition,"This Guide helps the reader to maximize testing efficiency without compromising the quality of GxP Systems by focusing testing on areas that have the greatest impact and eliminating duplicate testing. This GAMP Good Practice Guide conforms to GAMP  5 standards and terminology and reflects ICH Q8, Q9, and Q10, Quality by Design, and Process Analytical Technology principles. The Guide contains information on cloud computing, automated testing, and non-linear development and focuses on risk-based approaches that help suppliers to optimize their products and end-users to focus on critical areas.",https://ispe.org/publications/guidance-documents/gamp-good-practice-guide-testing-gxp-systems-2nd-edition,
ISPE,ISPE Guidance,GAMP Guide: Records & Data Integrity,"The ISPE GAMP Guide: Records and Data Integrityprovides principles and practical guidance on meeting current expectations for the management of GxP regulated records and data, ensuring that they are complete, consistent, secure, accurate, and available throughout their life cycle. This Guide is intended as a stand-alone  ISPE GAMP Guide aligned with the ISPE GAMP 5: A Risk-Based Approach to Compliant GxP Computerized Systems. It has been designed so that it may be used in parallel with guidance provided in  ISPE GAMP 5 and other  ISPE GAMP Good Practice Guides. Although the scope of this document is wider, it replaces the previous ISPE GAMP Good Practice Guide: A Risk-Based Approach to Compliant Electronic Records and Signatures. This Guide has been developed by  ISPE""s GAMP Community of Practice (CoP), a world-wide community of practitioners and subject matter experts who have been developing internationally accepted guidance on risk-based approaches to safeguard patient safety, product quality, and data integrity for more than twenty-five years. This Guide has been produced with significant input and review from regulators worldwide, including key specialists from leading regulatory authorities such as MHRA and WHO, that work in this area. The Guide is intended to be a complete and comprehensive single point of reference covering the requirements, expectations, and principles of pharmaceutical data integrity. Topics covered include regulatory focus areas, the data governance framework, the data life cycle, culture and human factors, and the application of Quality Risk Management (QRM) to data integrity. As such, it is of great interest to anyone with a responsibility for ensuring data integrity, including: Readers will gain an invaluable insight into the pressing hot topic of pharmaceutical data integrity, an in-depth understanding of the key requirements and principles, and an awareness of practical approaches and techniques to effectively address data integrity challenges. The Guide will help regulated companies and their suppliers to achieve the high level of data integrity expected by regulatory authorities worldwide. Key benefits of the  ISPE GAMP  Guide: Records and Data Integrity: Below is a detailed comparison of the content in the  ISPE GAMP Good Practice Guide: A Risk-Based Approach to Compliant Electronic Records and Signatures compared to the new replacement guide,  ISPE GAMP Guide: Records and Data Integrity:",https://ispe.org/publications/guidance-documents/gamp-records-pharmaceutical-data-integrity,
ISPE,ISPE Guidance,GAMP RDI Good Practice Guide: Data Integrity - Key Concepts,"The ISPE GAMP RDI Good Practice Guide: Data IntegrityKey Conceptsprovides detailedpractical guidance to support data integritywithin a regulated organization. In recent years significant problems with data integrity have been found in the pharmaceutical, biotechnology, and medical device industries worldwide. This ultimately affects patients, as patient safety is intrinsically impacted by the integrity and quality of the data on which a regulatory decision is based. Additionally, the implementation of behavioral, procedural, and technical solutions to meet regulatory requirements throughout the business process proves to be challenging for organizations that do not have expertise in incorporating data integrity into their daily activities. This Guide provides guidance on how to integrate tools such as Cultural Excellence and critical thinking skills into data integrity practices which can help companies meet regulatory requirements and expectations. Numerous examples of good data integrity practices along with ways to identify risks and detect issues are included to assist organizations in developing or raising their data integrity awareness. This Guide is positioned under the ISPE GAMP Guide: Records and Data Integrityand is aligned with ISPE GAMP 5: A Risk-Based Approach to Compliant GxP Computerized Systems.",https://ispe.org/publications/guidance-documents/gamp-good-practice-guide-date-integrity-key-concepts,
ISPE,ISPE Guidance,GAMP RDI Good Practice Guide: Data Integrity by Design,"Data Integrity by Design is the concept that data integrity must be incorporated from the initial planning of a business process through to the implementation, operation, and retirement of computerized systems supporting that business process. It promotes the application of critical thinking to identify how data flows through the business process and to proactively assess and mitigate risks across both the system and data lifecycles. It emphasizes data integrity as foundational to protecting patient safety and product quality. This ISPE GAMP  RDI Good Practice Guide: Data Integrity by Designsupports organizations as they embrace and implement a holistic approach by leveraging data governance and knowledge management activities to drive continual improvement in data integrity. The Guide promotes a patient-centric mindset, focusing resources and management attention on quality best practices that inherently facilitate meeting regulatory compliance requirements. This Guide provides a bridge between the system lifecycle approach defined in  ISPE GAMP  5: A Risk-Based Approach to Compliant GxP Computerized Systems, and the data lifecycle approach in the  ISPE GAMP  Guide: Records and Data Integrity. Data integrity can only be achieved when both lifecycle approaches are adopted, understood, and actively managed. Several new areas are covered in this Guide. One such topic is Knowledge Management (KM), which can be considered the link between data governance and quality risk management. KM enables organizations to make decisions more efficiently and encourages an organizational culture of learning. Many instrument devices such as filter integrity testers and pH meters have moved from a simple display of the measured value to temporarily storing electronic records. This evolution has resulted in increasing regulatory awareness of the data integrity risk posed by such devices lacking the sophisticated technical controls inherent in larger computerized systems. The  ISPE GAMP  RDI Good Practice Guide: Data Integrity by Design offers a pragmatic, practical approach to the identification and remediation of the risks, and endorses the adoption of working practices to protect and review the electronic records. In an industry first, members of the Computer Software Assurance (CSA) team (responsible for working with the FDA to develop the draft guidance on this topic) have collaborated closely with  ISPE GAMP  subject matter experts to create an appendix to the  ISPE GAMP  RDI Good Practice Guide: Data Integrity by Design. This appendix details the key concepts of CSA and provides illustrative case studies of its application. This Guide is positioned under the  ISPE GAMP  Guide: Records and Data Integrity series and replaces and significantly expands upon the  ISPE GAMP  Good Practice Guide: Electronic Data Archiving from 2007.",https://ispe.org/publications/guidance-documents/gamp-rdi-good-practice-guide-data-integrity-design,
ISPE,ISPE Guidance,Good Practice Guide: Asset Management,"The ISPE Good Practice Guide: Asset Managementprovides practical guidance for establishing an asset management system that enables organizations to realize increased value from their assets, both physical and non-physical. This Guide identifies best practices in strategic asset management as outlined in the ISO 55000 series of standards. An effective asset management system translates the organization’s objectives into asset-related decisions, plans, and activities using a risk-based approach. This Guide provides recommendations, examples, and resources to help organizations in the development or improvement of their asset management system.",https://ispe.org/publications/guidance-documents/good-practice-guide-asset-management,
ISPE,ISPE Guidance,Good Practice Guide: Booklet Labels,"The pharmaceutical industry has been using fan-folded labels or booklet labels for many years, providing greater efficiency in production and reducing the cost of packaging and labeling. The use of booklet labels in clinical trials has become increasingly important in maintaining site and subject compliance. The findings from risk assessments for using booklet labels for clinical trial materials were the subject of the  ISPE Concept Paper on Booklet Labels. The paper also contains the results from an investigational site survey and pharmaceutical industry benchmarking. Using this information, the  ISPE Guide Team developed this  ISPE Good Practice Guide: Booklet Labels to present recommendations for using booklet labels in a standardized manner, helping to reduce or eliminate the risks and concerns expressed by the surveyed investigational sites and competent authorities. Because booklet labels contain vital information for testing sites and subjects, this Guide promotes more consistent use of booklet labels to reduce confusion and non-compliance. It offers guidance on how to design and structure a booklet label and standardize their use and application. Additionally, it addresses the regulatory requirements of many countries and the practicability needs of the users with the goal of making booklet labels easy to follow and use. This Guide is the result of a joint effort of representatives from the pharmaceutical industry, with review by several pharmaceutical discussion groups and general support and professional insights from representatives of the MHRA (UK). Additional information contained in the Guide includes designs for both secondary packaging and small primary packaging, as well as recommendations for booklet labels applied to IMP for use in hospitals (in-subject) and at-home treatments (out-subject). Special consideration is given for clinical trial materials labeled for multiple protocols, known as pooled products.",https://ispe.org/publications/guidance-documents/good-practice-guide-booklet-labels,
ISPE,ISPE Guidance,Good Practice Guide: C&Q of Pharma Water & Steam Systems 2nd Edition,"Water and steam may be used in the manufacture of products, cleaning operations, and laboratory activities within pharmaceutical or biopharmaceutical operations. Systems that generate and distribute water and steam that may come into contact with product/or process contact surfaces, or that are used in the testing of product, are subject to commissioning and qualification (verification) practices. This second edition of the ISPE Good Practice Guide: Approaches to Commissioning and Qualification of Pharmaceutical Water and Steam Systems, discusses practices and activities associated with the commissioning and qualification (verification) of pharmaceutical water and steam systems. The guide focuses on items which directly affect quality attributes of water or steam during production, storage, and distribution.",https://ispe.org/publications/guidance-documents/good-practice-guide-commissioning-qualification-pharma-water-steam-systems,
ISPE,ISPE Guidance,Good Practice Guide: Clinical Supply Systems,"Currently there are no standards or guidelines for system functionality that manage Investigational Medicinal Products (IMPs). Lack of standards for data and functionality has resulted in varying terminology, data formats, and controls which can often make the selection, use, or interfacing of systems challenging. The  ISPE Good Practice Guide: Clinical Supply Systems provides a detailed discussion of important areas of clinical supply system functionality, touching on key business requirements to assist interested parties with developing customized clinical supply applications or assessing commercial off the shelf systems for implementation. Examples and requirements for interfacing clinical supply systems involved in the management of IMPs with other internal or external systems are provided. The Guide also contains a list of proposed standard data terminology, along with frequently used equivalent terms, definitions of the data terms, and data formatting standards. This Guide is intended to be useful for persons with a foundational background in clinical supplies, who are involved in evaluating or designing clinical supply systems which meet operational, quality and regulatory requirements. This Guide may also be useful to personnel in smaller biopharmaceutical organizations to assess the systems that their suppliers use to support the clinical supply services they provide. This Guide also aims to help companies adopt common data standards to make working across company boundaries more seamless.",https://ispe.org/publications/guidance-documents/good-practice-guide-clinical-supply-systems,
ISPE,ISPE Guidance,Good Practice Guide: Cold Chain Management,"Increasing volumes of cold products, the complexity of these products, and the complexity of the associated supply chain are causes for concern. Organizations need adequate control over cold chain of pharmaceutical and biopharmaceutical distribution systems.  ISPE recognized the need for guidance in this area a dedicated team of subject matters experts from across the pharmaceutical and biopharmaceutical industries developed the ISPE Good Practice Guide: Cold Chain Management. This Guide providestools and strategies for Cold Chain Managementand to complement work by the Guidance for Temperature Controlled Medicinal Products. It helps to develop, establish, document, implement, maintain and improve industry good practice for product requiring controlled cold conditions. The Guide is intended to provide practical guidance to assist in the specification, design, commissioning and verification of the fixed and passive systems within the cold chain. The Guide is intended to provide a robust cost effective system to ensure safe, effective product is received by the end users. The Guide covers the process from the point of entry into the manufacturers"" controlled temperature storage facility after being packaged through delivery to the distributor or customer premises. Collaboration by team members and the PDA has helped to ensure that guidance is aligned with forthcoming PDA guidance documents. It makes reference to: Cold chain managementis part of the life cycle of a regulated company and understanding the requirements of the cold chain process will help to focus efforts to ensure that: activities add value, solutions are based on robust science, and undergo appropriate risk assessment; therefore, meeting the expectations of the regulators and ultimately provide protection to the patient.",https://ispe.org/publications/guidance-documents/good-practice-guide-cold-chain-management,
ISPE,ISPE Guidance,Good Practice Guide: Comparator Management,"The ISPE Good Practice Guide: Comparator Managementis the pharmaceutical industry’s first-ever resource for comparator processes. It was developed to use as a central reference source that establishes strategic and tactical considerations related to comparator sourcing. It identifies good practices for making sourcing decisions, including how to set up a good sourcing team. The Guide also discusses good practices for blinding and releasing a comparator for use. The Guide will also explain the risks involved with ineffective comparator methods, and provide companies with strategies for avoiding the costs, delays, and potential case study inaccuracies that might result from faulty comparator management.",https://ispe.org/publications/guidance-documents/good-practice-guide-comparator-management,
ISPE,ISPE Guidance,Good Practice Guide: Containment for Potent Compounds,"There are an increasing number of highly potent compounds handled within the pharmaceutical industry, a trend that has continued for over 20 years to the point where most modern products require some degree of containment or other exposure control to maintain safety. The  ISPE Good Practice Guide: Containment for Potent Compounds covers all aspects of pharmaceutical containment including background to safe working levels and the mechanisms of exposure and how such exposure can be controlled. There are chapters on typically applied approaches used in containing exposure for commonly applied process systems across all elements of pharmaceutical development and manufacturing. Developed by a multinational team of experts consisting of engineers, toxicologists, hygienists, and analysts from major pharmaceutical companies and suppliers, this Guide aims to consolidate this widely d ISPErsed knowledge base into one document. It describes and discusses the containment methodologies, processes, and technologies commonly used in the pharmaceutical industry when handling potent compounds. The Guide contains numerous photos on the wide range of technologies presented, such as isolators, process interfaces and transfer ports, air locks, filtration systems, containment performance assessments, and cleaning/waste treatment. Additional topics include GMP aspects, containment systems’ lifecycle, unplanned emission/spillage recovery procedures, and the development of a containment strategy.",https://ispe.org/publications/guidance-documents/good-practice-guide-containment-potent-compounds,
ISPE,ISPE Guidance,Good Practice Guide: Continuous Manufacturing of Oral Solid Dosage Forms,"When the pharmaceutical industry began to apply the principles of continuous processing to the manufacture of Oral Solid Dosage (OSD) forms in the mid-2000s, the industry initially focused on establishing the technical capabilities of continuous manufacturing systems. It has now advanced to the commercial manufacture of multiple drug products with distribution approved in the US, Europe, and other countries. The consensus among experienced practitioners is that the continuous approach has numerous benefits. It is often more robust than its batch counterpart, it is designed for reduced variability, and it can achieve improved product quality through better blend uniformity. However, there are still many challenges to widespread adoption. The  ISPE OSD Community of Practice formed a working team in 2017 to advance the use of continuous manufacturing in the pharmaceutical industry and to increase the long-term efficiency and affordability of the manufacture of OSD products. The team, comprised of end user pharmaceutical companies, equipment vendors, and academics, set out to establish equipment requirements, identify opportunities for harmonization and flexible integration, and suggest enhancements to current equipment. The collective output forms the basis for this Guide. This Guide reviews the unit operations typically employed in continuous manufacturing and aims to establish a set of minimum equipment requirements for each system to function as part of an integrated process train. While most of the units are well-understood and used in batch manufacturing, the Guide considers the changes in physical and automation requirements that will allow each unit to work in concert as part of a successful continuous manufacturing platform. Operations unique to CM, loss-in-weight feeding and continuous blending, are discussed, including how these systems affect upstream and downstream operations. Automation control systems typically deployed to run fully integrated continuous lines are addressed, as well as Process Analytical Technology (PAT) measurement systems used to provide feedback on the process or materials. The aim is to set the framework for a future standard approach to a modular automation design for continuous manufacturing lines that greatly reduces the need for custom logic and accelerates the timeline through validation. As more companies integrate continuous manufacturing into their development and commercial operations, an increased demand for more flexible, modular, and robust systems accommodating a wider range of products and production control strategies is anticipated. This Guide provides a valuable resource for new and existing companies as they design and integrate continuous processing equipment into their operations, highlighting best practices and opportunities for enhancement to both vendors and end-users already engaged in developing continuous manufacturing lines of the future. For the full list of contributors to this Guide seeGuidance Document Teams",https://ispe.org/publications/guidance-documents/good-practice-guide-continuous-manufacturing-oral-solid-dosage-forms,
ISPE,ISPE Guidance,Good Practice Guide: Controlled Temperature Chambers 2nd Edition,"With the increasing complexity of global distribution for medicines requiring controlled temperatures, the ISPE Good Practice Guide: Controlled Temperature ChambersCommissioning and Qualification, Mapping and Monitoring (Second Edition)provides guidance on the lifecycle management of GMP controlled temperature chambers from creating a user requirements document to decommissioning a unit. The controlled temperature chambers discussed in this Guide range from purchased commercial off-the-shelf items such as freezers and refrigerated delivery vehicles, to walk-in cold rooms and walk-in freezers, to custom-built units such as warehouses. The risk-based approaches covered include commissioning, temperature mapping, and periodic review, along with examples and sample templates. The Guide has been revised to align with current industry practice, particularly with respect to the ISPE Baseline  Guide: Commissioning and Qualification (Second Edition), presenting a cost-effective way of demonstrating and maintaining compliance. The most significant changes are: Additional revisions include: The paper,Determining the Uncertainties Associated with Mapping, from the National Standards Authority of Ireland/National Metrology Laboratory (NSAI/NML)(Adobe PDF 599 KB), is being provided to accompany this Guide. For the full list of contributors to this Guide seeGuidance Document Teams",https://ispe.org/publications/guidance-documents/ispe-good-practice-guide-controlled-temperature-chambers-2nd-edition,
ISPE,ISPE Guidance,Good Practice Guide: Critical Utilities GMP Compliance,"Because of their hidden nature, critical utility systems are vulnerable to non-compliance. With their potential to impact product quality or performance in a significant way, critical utilities consistently receive close scrutiny by regulatory inspectors. The goal of the ISPE Good Practice Guide: Critical Utilities GMP ComplianceHow to Be Compliant and Ready to Prove Itis to help pharmaceutical organizations achieve and maintain their critical utility systems in a state of control, and then be able to efficiently demonstrate their systems’ Good Manufacturing Practice (GMP) compliance to regulatory inspectors and auditors. To help meet this goal, this Good Practice Guide provides best practices with respect to GMP compliance of critical utility systems. This Guide covers water systems, pure steam, compressed air, and medical gases, as well as processes unique to critical utilities, such as maintaining piping layout drawings and avoiding poor sampling techniques at points of use. Specific critical utility inspection and audit preparation activities are presented, as are broadly applicable best practices, resulting in a comprehensive Good Practice Guide useful in pharmaceutical manufacturing facilities.  ISPE Good Practice Guide: Critical Utilities GMP ComplianceHow to Be Compliant and Ready to Prove Itserves as a companion document to other  ISPE Guides, for example, ISPE Baseline  Pharmaceutical Engineering Guide, Volume 4Water and Steam Systems.",https://ispe.org/publications/guidance-documents/good-practice-guide-critical-utilities-gmp-compliance,
ISPE,ISPE Guidance,Good Practice Guide: Decommissioning Pharma Equipment & Facilities,"Decommissioning is a general term for a process to remove something from active status. It may be a precursor to putting facilities/equipment into storage, repurposing, or demolition/disposal. There are many factors and requirements to consider in this process, including documentation, process management, Environmental, Health, and Safety (EHS) compliance, financial, operational, maintenance, supporting contracts, and interfaces with other facilities and site utilities. The close-down of a pharmaceutical or medical device facility needs to be managed to ensure business continuity and GxP compliance up to, during, and post closure. This should be managed in a planned, controlled, and cost effective way that ensures a consistent supply of product for patients and positive outlook for employees. The ISPE Good Practice Guide: Decommissioning of Pharmaceutical Equipment and Facilitiesprovides information on best practices to be used for the decommissioning and disposal of assets ranging from a single item to a whole facility. This Guide brings together a wealth of information from a wide range of professionals in the Life Sciences industry, who have vast experience with site closures, decommissioning of small plant items through to complete operational sites, and product/equipment transfers. This Guide includes practical information from past lessons learned, helping readers to avoid re-inventing the wheel when it comes to decommissioning activities and supporting documentation. The Guide aims to provide both definition and explanation of the process of decommissioning and is intended to be a “one-stop-shop” for basic information required for the decommissioning of equipment and facilities. Decommissioning determination, detailed in this Guide, has brought a risk-based approach to the process and enabled significant reductions in the man hours that are used by focusing resources and effort where it is needed most. The ISPE Good Practice Guide: Decommissioning of Pharmaceutical Equipment and Facilitiesprovides pharmaceutical industry examples, along with checklists, templates, flowcharts, and example documents, currently in use in decommissioning of pharmaceutical equipment and facilities in the USA and Europe. The Guide provides practical “how to” guidance for anyone engaged in decommissioning activities ranging from a single system to a whole site.",https://ispe.org/publications/guidance-documents/decommissioning-pharma-equipment-facilities,
ISPE,ISPE Guidance,Good Practice Guide: Development of Investigational Therapeutic Biological Products,"With the rapid growth in the biopharmaceutical industry over the past two decades, the number of newly approved biological products has dramatically increased. In 2005, a record 21 biological products received US Food and Drug Administration (FDA) approvals, including therapies for the treatment of rheumatoid arthritis, diabetes, cancer, and rare genetic disorders. With the increasing number of approved biological products on the global market come major challenges for many biopharmaceutical companies, especially during the critical process development and manufacturing stages of product development. This Guide will consider the major issues that will confront a biopharmaceutical company in moving therapeutic biological products from the laboratory to the clinic and beyond. The Guide is intended to provide readers with an understanding of issues surrounding product and process development, manufacturing, investigational product supply chain management, quality control/quality assurance, and global regulatory requirements for biopharmaceuticals. The intended audience for this Guide includes the following disciplines: The Guide specifically addresses the methods and challenges surrounding recombinant therapeutic biological product development, including considerations during its use in clinical trials. It focuses on project planning/management, preclinical/clinical phases, comparability and bridging studies, Active Pharmaceutical Ingredient (API)/Drug Substance (DS)/Drug Product (DP)/placebo process development, manufacturing of DS/DP, process validation, supply chain management of biological investigational products for clinical trials, quality control/quality assurance considerations, and global regulatory strategies. The regulations and guidelines from the US, EU, Canada, Japan, and ICH have been considered in the development of this Guide. While not in the scope of this Guide, it is recognized that the development of other biologics (e.g., cellular and gene therapy) may require additional considerations for their successful product development from the laboratory to the clinic.",https://ispe.org/publications/guidance-documents/good-practice-guide-development-investigational-therapeutic-biological-products,
ISPE,ISPE Guidance,Good Practice Guide: Equipment Reliability,"Equipment reliability is concerned with the risk of failures in equipment and processes, providing focus on equipment availability, fitness for purpose, and cost. The strategy and tactics of reliability contribute to realizing the value of equipment throughout its useful life and mission. Reliability and maintenance strategies are developed to reduce the risk and impacts of equipment failure. From a management perspective, reliability can be viewed as a set of techniques applied through an attitude of anticipating unreliability (instability) and an appreciation for the proactive elimination of issues. Reliable equipment improves the likelihood of achieving reliable operations and thus improves the supply of critical therapies to patients worldwide. This ISPE Good Practice Guide: Equipment Reliabilityintends to provide guidance on the application of equipment reliability concepts to systematically and proactively improve equipment reliability at all stages of the equipment lifecycle. This Guide is not intended to provide the basic body of knowledge for equipment reliability or reliability engineering. This Guide offers best practices with respect to equipment reliability, addresses specific opportunities for the pharmaceutical industry beyond the general reliability of equipment, and can serve as the basis for an effective reliability program.",https://ispe.org/publications/guidance-documents/equipment-reliability,
